"abs","ad_date","ad_title","ad_url","airbag","alarm","arka_bagaj","bike_id","canta_sistemi__uclu_","cbs","cekis_kontrolu","cift_ayak","city","color","gps","isitmali_elcik","karbon","km","koltuk_alti_bagaj","led_sinyal","led_stop","nos","on_cam","on_koruma_bari","price","sahibinden","ses_sistemi","sirt_destegi","xenon_far","yan_koruma_barlari","year"
"False","01.10.2017","HATASIZ 9000km 200NS 7500₺ kaciran uzulur","/ilan/vasita-motosiklet-bajaj-hatasiz-9.000km-200ns-7.500-kaciran-uzulur-487394090/detay","False","False","False",487394090,"False","False","False","False","Kastamonu","Mavi","False","False","False","9000.0","False","False","False","False","False","False","7500.0","True","False","False","False","False","2014.0"
"False","29.9.2017","10000 km de 0 ayarında yıpranmamış","/ilan/vasita-motosiklet-bajaj-10000-km-de-0-ayarinda-yipranmamis-486897755/detay","False","False","True",486897755,"False","False","False","False","Kayseri","Kırmızı","False","False","False","10000.0","False","False","False","False","True","False","9000.0","True","False","False","False","False","2016.0"
"False","01.10.2017","TERTEMİZ kaza değişen yok ACİL 15,000 km 7200 tl İLK GELEN ALIR","/ilan/vasita-motosiklet-bajaj-tertemiz-kaza-degisen-yok-acil-15%2C000-km-7200-tl-ilk-gelen-alir-487387728/detay","False","False","True",487387728,"False","False","True","False","İzmir","Çift Renk","False","False","False","15000.0","False","True","True","False","False","False","7200.0","True","False","False","False","True","2016.0"
"False","01.10.2017","FUL + FULL SİYAH PULSAR 2016 10000 KM DE!","/ilan/vasita-motosiklet-bajaj-ful-plus-full-siyah-pulsar-2016-10.000-km-de-487360927/detay","False","False","False",487360927,"False","False","False","True","İstanbul","Siyah","False","False","False","10000.0","False","False","True","False","True","False","9500.0","True","False","False","True","False","2016.0"
"True","30.9.2017","BAKIMLI 200NS","/ilan/vasita-motosiklet-bajaj-bakimli-200ns-487315398/detay","False","False","False",487315398,"False","False","False","False","Adana","Siyah","False","False","False","27000.0","False","False","False","False","False","False","7500.0","True","False","False","True","False","2014.0"
"False","02.10.2017","acil satlik","/ilan/vasita-motosiklet-bajaj-acil-satlik-487786679/detay","False","False","False",487786679,"False","False","False","False","Hatay","Siyah","False","False","False","9250.0","False","False","False","False","False","False","9000.0","True","False","False","False","False","2016.0"
"True","28.9.2017","Pazarlıksız son fiyat full+full son 1 hafta","/ilan/vasita-motosiklet-bajaj-pazarliksiz-son-fiyat-full-plusfull-son-1-hafta-486587431/detay","False","True","False",486587431,"False","False","False","False","İstanbul","Çift Renk","False","False","False","3000.0","False","False","False","False","False","True","13000.0","True","False","False","False","True","2017.0"
"False","30.9.2017","bakanda pişman olmaz alanda","/ilan/vasita-motosiklet-bajaj-bakanda-pisman-olmaz-alanda-487260069/detay","False","False","False",487260069,"False","False","False","True","Bursa","Siyah","False","False","False","19500.0","True","False","False","False","False","False","8200.0","True","False","False","True","True","2014.0"
"False","30.9.2017","ARABA T KASLI TERTEMİZ SATILIK PULSAR","/ilan/vasita-motosiklet-bajaj-araba-t-kasli-tertemiz-satilik-pulsar-487226256/detay","False","True","True",487226256,"True","False","False","True","İstanbul","Çift Renk","False","False","False","12000.0","True","False","True","False","True","True","8750.0","True","False","True","False","True","2016.0"
"False","02.10.2017","bajaj pulsar 200 ns 12000 km 2016 model","/ilan/vasita-motosiklet-bajaj-bajaj-pulsar-200-ns-12000-km-2016-model-487521985/detay","False","False","False",487521985,"False","False","False","True","İstanbul","Çift Renk","False","False","False","12000.0","False","False","False","False","True","False","8000.0","True","False","False","False","True","2016.0"
"False","28.9.2017","Bajaj Pulsar Ns200","/ilan/vasita-motosiklet-bajaj-bajaj-pulsar-ns200-486349403/detay","False","False","False",486349403,"False","False","False","False","Muğla","Siyah","False","False","False","31200.0","False","False","False","False","False","False","6500.0","True","False","False","False","False","2014.0"
"False","28.9.2017","Bajaj Pulsar 200Ns Motosiklet","/ilan/vasita-motosiklet-bajaj-bajaj-pulsar-200ns-motosiklet-486337005/detay","False","False","False",486337005,"False","False","False","False","Kastamonu","Kırmızı","False","False","False","13800.0","False","False","False","False","False","False","8000.0","True","False","False","False","True","2014.0"
"False","30.9.2017","Temiz kulanılmış bakımlı 200 ns","/ilan/vasita-motosiklet-bajaj-temiz-kulanilmis-bakimli-200-ns-487090260/detay","False","False","False",487090260,"False","False","False","False","İzmir","Siyah","False","False","False","15300.0","False","False","False","False","False","False","7900.0","True","False","False","False","False","2016.0"
"False","27.9.2017","1 yıl garantili rodajı itina ile yapıldı bakımlı","/ilan/vasita-motosiklet-bajaj-1-yil-garantili-rodaji-itina-ile-yapildi-bakimli-486159357/detay","False","False","False",486159357,"False","False","False","False","İstanbul","Çift Renk","False","False","False","10200.0","False","False","False","False","False","False","8450.0","True","False","False","False","True","2016.0"
"True","27.9.2017","garantili yarı abs","/ilan/vasita-motosiklet-bajaj-garantili-yari-abs-486128809/detay","False","False","False",486128809,"False","False","False","True","Malatya","Siyah","False","False","False","5400.0","False","False","False","False","False","True","8900.0","True","False","False","False","False","2016.0"
