abs,ad_date,ad_title,ad_url,airbag,alarm,arka_bagaj,bike_id,cbs,city,color,gps,isıtmalı_elcik,karbon,km,koltuk_altı_bagaj,led_sinyal,led_stop,nos,price,sahibinden,ses_sistemi,sırt_desteği,xenon_far,yan_koruma_barları,year,çanta_sistemi_(_üçlü_),çekiş_kontrolü,çift_ayak,ön_cam,ön_koruma_barı
False,18.3.2018,Tertemiz ve Bakımlı,/ilan/vasita-motosiklet-honda-tertemiz-ve-bakimli-541774253/detay,False,False,True,541774253,False,Elazığ,Kırmızı,False,False,False,20600.0,False,False,False,False,6000.0,True,False,False,False,True,2012.0,True,False,False,False,False
False,14.3.2018,2015 Model jilet gibi makina,/ilan/vasita-motosiklet-honda-2015-model-jilet-gibi-makina-540241244/detay,False,False,False,540241244,False,İstanbul,Kırmızı,False,False,False,18000.0,False,False,False,False,5500.0,True,False,False,False,False,2015.0,False,False,True,False,False
False,16.3.2018,Takaslı CBF 150,/ilan/vasita-motosiklet-honda-takasli-cbf-150-540943039/detay,False,False,False,540943039,False,Zonguldak,Kırmızı,False,False,False,9000.0,False,False,False,False,7000.0,True,False,False,False,False,2016.0,False,False,False,False,False
False,20.3.2018,İLHAN MOTOR DAN HONDA CBF 150 FULL ORJİNAL 29000 KM DE,/ilan/vasita-motosiklet-honda-ilhan-motor-dan-honda-cbf-150-full-orjinal-29000-km-de-508294498/detay,False,False,False,508294498,False,Antalya,Siyah,False,False,False,29342.0,False,False,False,False,4600.0,False,False,False,False,False,2011.0,False,False,False,False,False
False,15.3.2018,ihtiyac icin satiliktir pazarlik dusunulur,/ilan/vasita-motosiklet-honda-ihtiyac-icin-satiliktir-pazarlik-dusunulur-540920170/detay,False,False,True,540920170,False,İstanbul,Çift Renk,False,False,False,22000.0,False,False,False,False,5500.0,True,False,False,True,False,2015.0,False,False,False,True,True
False,17.3.2018,SAHİBİNDEN TERTEMİZ 2012 HONDA CBF 150,/ilan/vasita-motosiklet-honda-sahibinden-tertemiz-2012-honda-cbf-150-473467309/detay,False,False,True,473467309,False,Kayseri,Gümüş Gri,False,False,False,59000.0,False,False,True,False,5000.0,True,False,False,True,True,2012.0,False,False,True,True,True
False,13.3.2018,2016 model 15200 km de kazasız servis bakımlı,/ilan/vasita-motosiklet-honda-2016-model-15200-km-de-kazasiz-servis-bakimli-539970356/detay,False,False,True,539970356,False,İstanbul,Siyah,False,False,False,15200.0,True,False,False,False,6500.0,True,False,False,False,True,2016.0,False,False,True,True,True
False,13.3.2018,Temiz servis bakımlı,/ilan/vasita-motosiklet-honda-temiz-servis-bakimli-539844992/detay,False,False,True,539844992,False,Aydın,Siyah,False,False,False,14300.0,False,False,False,False,7100.0,True,False,True,False,True,2016.0,True,False,True,False,True
False,13.3.2018,Garaj motoru,/ilan/vasita-motosiklet-honda-garaj-motoru-539771907/detay,False,False,False,539771907,False,Kırklareli,Siyah,False,False,False,10570.0,False,False,False,False,7050.0,True,False,False,False,True,2016.0,False,False,False,False,False
False,13.3.2018,Yepyeni 6000 km de 2015 model,/ilan/vasita-motosiklet-honda-yepyeni-6000-km-de-2015-model-539807449/detay,False,False,False,539807449,False,Mersin,Siyah,False,False,False,6000.0,False,False,False,False,8100.0,True,False,False,False,True,2015.0,False,False,False,False,True
False,17.3.2018,Acil satılık Honda Motorlar,/ilan/vasita-motosiklet-honda-acil-satilik-honda-motorlar-541455005/detay,False,False,False,541455005,False,İstanbul,Siyah,False,False,False,35000.0,False,False,False,False,4500.0,True,False,False,False,False,2014.0,False,False,False,False,False
False,13.3.2018,uygun fiyata cbf,/ilan/vasita-motosiklet-honda-uygun-fiyata-cbf-539775961/detay,False,False,True,539775961,False,Bursa,Siyah,False,False,False,19500.0,False,False,False,False,5500.0,True,False,False,False,False,2014.0,False,False,True,False,False
False,13.3.2018,Sıfır ayarında Honda,/ilan/vasita-motosiklet-honda-sifir-ayarinda-honda-539485553/detay,False,False,False,539485553,False,Bursa,Çift Renk,False,False,False,3810.0,False,False,False,False,7000.0,True,False,False,False,False,2016.0,False,False,False,False,True
False,15.3.2018,Honda Cbf temiz,/ilan/vasita-motosiklet-honda-honda-cbf-temiz-540505457/detay,False,False,False,540505457,False,Bursa,Siyah,False,False,False,15.0,False,False,False,False,5300.0,True,False,False,False,False,2013.0,False,False,False,False,True
True,12.3.2018,Bir haftalığına 3600 pazarlık teklif etmeyin,/ilan/vasita-motosiklet-honda-bir-haftaligina-3600-pazarlik-teklif-etmeyin-539448075/detay,False,False,False,539448075,False,Yalova,Kırmızı,False,False,False,40000.0,False,False,False,False,3600.0,True,False,True,False,True,2010.0,False,False,False,False,True
False,12.3.2018,Acil Cbf150,/ilan/vasita-motosiklet-honda-acil-cbf150-539426826/detay,False,False,False,539426826,False,Bursa,Kırmızı,False,False,False,32000.0,False,False,False,False,5200.0,True,False,False,False,False,2012.0,False,False,False,False,False
False,14.3.2018,acil satlık,/ilan/vasita-motosiklet-honda-acil-satlik-540387880/detay,False,True,True,540387880,False,Aydın,Kırmızı,False,False,False,15000.0,False,False,False,False,6100.0,True,False,True,False,True,2015.0,False,False,False,False,True
False,12.3.2018,takas nedeni ile acilen cbf,/ilan/vasita-motosiklet-honda-takas-nedeni-ile-acilen-cbf-539356949/detay,False,False,True,539356949,False,İstanbul,Siyah,False,False,False,78800.0,False,False,False,False,4000.0,True,False,False,False,True,2005.0,False,False,True,True,True
False,12.3.2018,Çok temiz cbf,/ilan/vasita-motosiklet-honda-cok-temiz-cbf-539283486/detay,False,False,False,539283486,False,İstanbul,Kırmızı,False,False,False,7000.0,False,False,False,False,3750.0,True,False,False,False,False,2008.0,False,False,False,False,False
False,12.3.2018,temiz honda cbf 150,/ilan/vasita-motosiklet-honda-temiz-honda-cbf-150-539271045/detay,False,False,False,539271045,False,Kocaeli,Kırmızı,False,False,False,1025.0,False,False,False,False,7750.0,True,False,False,False,False,2016.0,False,False,True,False,False
False,16.3.2018,PERŞEMBEYE KADAR GEBZEDEN ENVER BEYE OPSİYONLANMIŞTIR,/ilan/vasita-motosiklet-honda-persembeye-kadar-gebzeden-enver-beye-opsiyonlanmistir-541040923/detay,False,False,False,541040923,False,Bolu,Siyah,False,False,False,600.0,False,False,False,False,7250.0,True,False,False,False,True,2016.0,False,False,True,True,True
False,14.3.2018,SAHİBİNDEN ÇOK TEMİZ,/ilan/vasita-motosiklet-honda-sahibinden-cok-temiz-540267500/detay,False,False,False,540267500,False,Kocaeli,Çift Renk,False,False,False,7900.0,False,False,False,False,7100.0,True,False,False,False,False,2016.0,False,False,False,False,False
False,12.3.2018,Temiz Kazasız Honda CBF 150 FF 2017,/ilan/vasita-motosiklet-honda-temiz-kazasiz-honda-cbf-150-ff-2017-539246200/detay,False,True,True,539246200,False,İstanbul,Siyah,False,False,False,11500.0,False,False,False,False,7000.0,True,False,False,True,True,2017.0,False,False,False,True,True
False,12.3.2018,gerçek japon cbf 150 japon,/ilan/vasita-motosiklet-honda-gercek-japon-cbf-150-japon-538944486/detay,False,False,True,538944486,False,Giresun,Siyah,False,False,False,40000.0,False,False,False,False,5250.0,True,False,False,False,True,2007.0,False,False,False,True,True
False,14.3.2018,ilk sahibinden temiz 13000 kmde,/ilan/vasita-motosiklet-honda-ilk-sahibinden-temiz-13.000-kmde-539055947/detay,False,False,False,539055947,False,İstanbul,Siyah,False,False,False,13100.0,False,False,False,False,6500.0,True,False,False,False,True,2015.0,False,False,True,True,True
False,14.3.2018,CBF150 MODEL YÜKSELTMEK İÇİN,/ilan/vasita-motosiklet-honda-cbf150-model-yukseltmek-icin-540059663/detay,False,False,False,540059663,False,İstanbul,Siyah,False,False,False,27000.0,False,False,False,False,4200.0,True,False,False,False,True,2015.0,False,False,False,False,True
False,14.3.2018,ORJİNAL MOTOR ARAYAN BURAYI ARASIN,/ilan/vasita-motosiklet-honda-orjinal-motor-arayan-burayi-arasin-540057313/detay,False,True,True,540057313,False,Isparta,Siyah,False,False,False,6400.0,False,False,False,False,7188.0,True,False,False,False,False,2015.0,False,False,False,False,False
False,16.3.2018,SEZONA HAZIR FULL+FULL,/ilan/vasita-motosiklet-honda-sezona-hazir-full-plusfull-540938524/detay,False,False,False,540938524,False,İstanbul,Siyah,False,False,False,51000.0,False,False,False,False,4850.0,True,False,False,False,False,2012.0,False,False,False,False,False
False,11.3.2018,ihtiyaçtan satılık sıfır ayarında garaj makinasidir,/ilan/vasita-motosiklet-honda-ihtiyactan-satilik-sifir-ayarinda-garaj-makinasidir-538871657/detay,False,True,False,538871657,False,Adana,Siyah,False,False,False,1700.0,False,False,False,False,8250.0,True,False,False,False,False,2017.0,False,False,False,False,False
True,15.3.2018,FULL BAKIMLI ORJİNAL TERTEMİZ CBF,/ilan/vasita-motosiklet-honda-full-bakimli-orjinal-tertemiz-cbf-540905100/detay,False,False,False,540905100,False,İstanbul,Siyah,False,False,False,35000.0,False,False,False,False,4650.0,True,False,False,False,True,2011.0,False,False,False,False,True
False,13.3.2018,TERTEMİZ ORJİNAL KM DE CBF 150,/ilan/vasita-motosiklet-honda-tertemiz-orjinal-km-de-cbf-150-539929549/detay,False,True,False,539929549,False,İstanbul,Siyah,False,False,False,18900.0,False,False,False,False,5000.0,True,False,False,True,True,2013.0,False,False,False,False,True
False,13.3.2018,HONDA CBF 150 KIRMIZI,/ilan/vasita-motosiklet-honda-honda-cbf-150-kirmizi-539900141/detay,False,True,True,539900141,False,İstanbul,Kırmızı,False,False,False,55000.0,False,False,False,False,4600.0,True,False,True,False,True,2013.0,False,False,True,True,True
False,15.3.2018,temiz kullanılmış dosta gidecek bir honda,/ilan/vasita-motosiklet-honda-temiz-kullanilmis-dosta-gidecek-bir-honda-540851014/detay,False,False,False,540851014,False,Gaziantep,Siyah,False,False,False,10750.0,False,False,False,False,6900.0,True,False,False,False,False,2014.0,False,False,False,False,False
False,11.3.2018,sahibinden tertemiz canavar,/ilan/vasita-motosiklet-honda-sahibinden-tertemiz-canavar-521672905/detay,False,False,False,521672905,False,İstanbul,Kırmızı,False,False,False,25000.0,False,False,False,False,4300.0,True,False,False,False,False,2011.0,False,False,False,False,False
